id,name,p_a,p_b,p_c,q_a,q_b,q_c,s_a_max,s_b_max,s_c_max,p_s1,p_s2,q_s1,q_s2,s_s1_max,s_s2_max,primary_phase,phases,q_a_max,q_b_max,q_c_max,q_a_min,q_b_min,q_c_min,q_s1_max,q_s2_max,q_s1_min,q_s2_min,control_variable,gen_shape
1325,pv_1117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005085,0.005085,0.0,0.0,0.0064,0.0064,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.0064,0.0064,-0.0064,-0.0064,,PV
1332,lngengine1800,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,,abc,0.75,0.75,0.75,-0.75,-0.75,-0.75,0.0,0.0,0.0,0.0,,PV
1373,pv_1161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00305,0.00305,0.0,0.0,0.00385,0.00385,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00385,0.00385,-0.00385,-0.00385,,PV
1421,pv_1017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00305,0.00305,0.0,0.0,0.0038,0.0038,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0038,-0.0038,-0.0038,,PV
1470,pv_1021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00292,0.00292,0.0,0.0,0.00365,0.00365,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00365,0.00365,-0.00365,-0.00365,,PV
1491,pv_1097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00665,0.00665,0.0,0.0,0.00835,0.00835,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00835,0.00835,-0.00835,-0.00835,,PV
1545,diesel590,0.0,0.0,0.0,0.0,0.0,0.0,0.24566666666666664,0.24566666666666664,0.24566666666666664,0.0,0.0,0.0,0.0,0.0,0.0,,abc,0.24566666666666664,0.24566666666666664,0.24566666666666664,-0.24566666666666664,-0.24566666666666664,-0.24566666666666664,0.0,0.0,0.0,0.0,,PV
1591,pv_1091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001775,0.001775,0.0,0.0,0.00225,0.00225,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00225,0.00225,-0.00225,-0.00225,,PV
1614,pv_1103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004435,0.004435,0.0,0.0,0.00555,0.00555,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00555,0.00555,-0.00555,-0.00555,,PV
1616,pv_1167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00266,0.00266,0.0,0.0,0.00335,0.00335,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00335,0.00335,-0.00335,-0.00335,,PV
1638,pv_1043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00292,0.00292,0.0,0.0,0.00365,0.00365,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00365,0.00365,-0.00365,-0.00365,,PV
1646,pv_1003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009725,0.009725,0.0,0.0,0.01215,0.01215,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.01215,0.01215,-0.01215,-0.01215,,PV
1654,pv_1015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00292,0.00292,0.0,0.0,0.00365,0.00365,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00365,0.00365,-0.00365,-0.00365,,PV
1750,pv_1173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00292,0.00292,0.0,0.0,0.00365,0.00365,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00365,0.00365,-0.00365,-0.00365,,PV
1757,pv_1057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004865,0.004865,0.0,0.0,0.00605,0.00605,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00605,0.00605,-0.00605,-0.00605,,PV
1793,pv_1159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001775,0.001775,0.0,0.0,0.0022,0.0022,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.0022,0.0022,-0.0022,-0.0022,,PV
1814,pv_1153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004435,0.004435,0.0,0.0,0.00555,0.00555,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00555,0.00555,-0.00555,-0.00555,,PV
1875,pv_1143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004435,0.004435,0.0,0.0,0.00555,0.00555,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00555,0.00555,-0.00555,-0.00555,,PV
2014,pv_1127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004435,0.004435,0.0,0.0,0.00555,0.00555,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00555,0.00555,-0.00555,-0.00555,,PV
2032,pv_1083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00292,0.00292,0.0,0.0,0.00365,0.00365,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00365,0.00365,-0.00365,-0.00365,,PV
2078,pv_1155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007295,0.007295,0.0,0.0,0.00915,0.00915,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00915,0.00915,-0.00915,-0.00915,,PV
2090,pv_1183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00887,0.00887,0.0,0.0,0.011085,0.011085,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.011085,0.011085,-0.011085,-0.011085,,PV
2094,pv_1111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00887,0.00887,0.0,0.0,0.0111,0.0111,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.0111,0.0111,-0.0111,-0.0111,,PV
2135,pv_1041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009725,0.009725,0.0,0.0,0.01215,0.01215,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.01215,0.01215,-0.01215,-0.01215,,PV
2144,pv_1113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00887,0.00887,0.0,0.0,0.01105,0.01105,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.01105,0.01105,-0.01105,-0.01105,,PV
2148,pv_1179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01017,0.01017,0.0,0.0,0.01275,0.01275,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.01275,0.01275,-0.01275,-0.01275,,PV
2178,pv_1035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00305,0.00305,0.0,0.0,0.0038,0.0038,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0038,-0.0038,-0.0038,,PV
2184,pv_1047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005085,0.005085,0.0,0.0,0.00635,0.00635,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00635,0.00635,-0.00635,-0.00635,,PV
2218,pv_1105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004435,0.004435,0.0,0.0,0.0055,0.0055,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.0055,-0.0055,-0.0055,,PV
2258,pv_1145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005085,0.005085,0.0,0.0,0.00635,0.00635,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00635,0.00635,-0.00635,-0.00635,,PV
2260,pv_1089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004435,0.004435,0.0,0.0,0.00555,0.00555,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00555,0.00555,-0.00555,-0.00555,,PV
2291,pv_1137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004435,0.004435,0.0,0.0,0.00555,0.00555,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00555,0.00555,-0.00555,-0.00555,,PV
2326,pv_1013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005085,0.005085,0.0,0.0,0.00635,0.00635,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00635,0.00635,-0.00635,-0.00635,,PV
2365,pv_1177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007295,0.007295,0.0,0.0,0.00915,0.00915,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00915,0.00915,-0.00915,-0.00915,,PV
2386,pv_1081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005085,0.005085,0.0,0.0,0.00635,0.00635,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00635,0.00635,-0.00635,-0.00635,,PV
2477,pv_1115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00665,0.00665,0.0,0.0,0.00835,0.00835,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00835,0.00835,-0.00835,-0.00835,,PV
2573,pv_1059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005085,0.005085,0.0,0.0,0.00635,0.00635,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00635,0.00635,-0.00635,-0.00635,,PV
2582,pvfarm1,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,,abc,0.25,0.25,0.25,-0.25,-0.25,-0.25,0.0,0.0,0.0,0.0,,PV
3081,pv_1073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00266,0.00266,0.0,0.0,0.00335,0.00335,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00335,0.00335,-0.00335,-0.00335,,PV
3135,pv_1063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00887,0.00887,0.0,0.0,0.01105,0.01105,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.01105,0.01105,-0.01105,-0.01105,,PV
3139,pv_1049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01017,0.01017,0.0,0.0,0.0127,0.0127,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.0127,0.0127,-0.0127,-0.0127,,PV
3145,pv_1069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00305,0.00305,0.0,0.0,0.00385,0.00385,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00385,0.00385,-0.00385,-0.00385,,PV
3199,pv_1163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00266,0.00266,0.0,0.0,0.00335,0.00335,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00335,0.00335,-0.00335,-0.00335,,PV
3220,pv_1075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00305,0.00305,0.0,0.0,0.0038,0.0038,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0038,-0.0038,-0.0038,,PV
3255,pv_1077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005085,0.005085,0.0,0.0,0.0064,0.0064,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.0064,0.0064,-0.0064,-0.0064,,PV
3314,pv_1067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00305,0.00305,0.0,0.0,0.0038,0.0038,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0038,-0.0038,-0.0038,,PV
3337,pv_1033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020350000000000004,0.0020350000000000004,0.0,0.0,0.00255,0.00255,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00255,0.00255,-0.00255,-0.00255,,PV
3348,pv_1165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020350000000000004,0.0020350000000000004,0.0,0.0,0.00255,0.00255,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00255,0.00255,-0.00255,-0.00255,,PV
3378,pv_1011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020350000000000004,0.0020350000000000004,0.0,0.0,0.00255,0.00255,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00255,0.00255,-0.00255,-0.00255,,PV
3386,pv_1099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005085,0.005085,0.0,0.0,0.00635,0.00635,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00635,0.00635,-0.00635,-0.00635,,PV
3402,microturb-4,0.03333333333333333,0.03333333333333333,0.03333333333333333,0.016144070161261747,0.016144070161261747,0.016144070161261747,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,,abc,0.08333333333333333,0.08333333333333333,0.08333333333333333,-0.08333333333333333,-0.08333333333333333,-0.08333333333333333,0.0,0.0,0.0,0.0,,PV
3499,pv_1151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01526,0.01526,0.0,0.0,0.01905,0.01905,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.01905,0.01905,-0.01905,-0.01905,,PV
3521,pv_1133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00305,0.00305,0.0,0.0,0.0038,0.0038,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0038,-0.0038,-0.0038,,PV
3526,pv_1007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020350000000000004,0.0020350000000000004,0.0,0.0,0.00255,0.00255,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00255,0.00255,-0.00255,-0.00255,,PV
3545,pv_1181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020350000000000004,0.0020350000000000004,0.0,0.0,0.00255,0.00255,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00255,0.00255,-0.00255,-0.00255,,PV
3547,pv_1175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005085,0.005085,0.0,0.0,0.00635,0.00635,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00635,0.00635,-0.00635,-0.00635,,PV
3629,pv_1121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004865,0.004865,0.0,0.0,0.0061,0.0061,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.0061,0.0061,-0.0061,-0.0061,,PV
3631,pv_1095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004865,0.004865,0.0,0.0,0.00605,0.00605,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00605,0.00605,-0.00605,-0.00605,,PV
3638,lngengine100,0.0,0.0,0.0,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,,abc,0.041666666666666664,0.041666666666666664,0.041666666666666664,-0.041666666666666664,-0.041666666666666664,-0.041666666666666664,0.0,0.0,0.0,0.0,,PV
3650,pv_1149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004435,0.004435,0.0,0.0,0.00555,0.00555,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00555,0.00555,-0.00555,-0.00555,,PV
3697,pv_1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00305,0.00305,0.0,0.0,0.0038,0.0038,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0038,-0.0038,-0.0038,,PV
3724,pv_1131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005085,0.005085,0.0,0.0,0.00635,0.00635,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00635,0.00635,-0.00635,-0.00635,,PV
3729,pv_1025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007295,0.007295,0.0,0.0,0.0091,0.0091,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.0091,0.0091,-0.0091,-0.0091,,PV
3852,pv_1027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00266,0.00266,0.0,0.0,0.0033,0.0033,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0033,-0.0033,-0.0033,,PV
3870,pv_1005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005085,0.005085,0.0,0.0,0.00635,0.00635,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00635,0.00635,-0.00635,-0.00635,,PV
3932,pv_1119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005085,0.005085,0.0,0.0,0.00635,0.00635,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00635,0.00635,-0.00635,-0.00635,,PV
3964,pv_1093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005085,0.005085,0.0,0.0,0.00635,0.00635,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00635,0.00635,-0.00635,-0.00635,,PV
3987,pv_1039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004435,0.004435,0.0,0.0,0.00555,0.00555,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00555,0.00555,-0.00555,-0.00555,,PV
4038,pv_1009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002925,0.002925,0.0,0.0,0.00365,0.00365,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00365,0.00365,-0.00365,-0.00365,,PV
4080,pv_1123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001945,0.001945,0.0,0.0,0.0024,0.0024,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.0024,-0.0024,-0.0024,,PV
4140,pv_1065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00305,0.00305,0.0,0.0,0.00385,0.00385,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00385,0.00385,-0.00385,-0.00385,,PV
4142,pv_1045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00305,0.00305,0.0,0.0,0.0038,0.0038,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0038,-0.0038,-0.0038,,PV
4186,pv_1135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004435,0.004435,0.0,0.0,0.00555,0.00555,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00555,0.00555,-0.00555,-0.00555,,PV
4221,pv_1157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004435,0.004435,0.0,0.0,0.00555,0.00555,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00555,0.00555,-0.00555,-0.00555,,PV
4320,pv_1031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004865,0.004865,0.0,0.0,0.00605,0.00605,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00605,0.00605,-0.00605,-0.00605,,PV
4328,pv_1129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005085,0.005085,0.0,0.0,0.00635,0.00635,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00635,0.00635,-0.00635,-0.00635,,PV
4382,pv_1085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00266,0.00266,0.0,0.0,0.0033,0.0033,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0033,-0.0033,-0.0033,,PV
4441,pv_1109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00305,0.00305,0.0,0.0,0.00385,0.00385,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00385,0.00385,-0.00385,-0.00385,,PV
4562,pv_1019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00292,0.00292,0.0,0.0,0.00365,0.00365,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00365,0.00365,-0.00365,-0.00365,,PV
4621,pv_1029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004435,0.004435,0.0,0.0,0.00555,0.00555,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00555,0.00555,-0.00555,-0.00555,,PV
4632,pv_1101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00266,0.00266,0.0,0.0,0.0033,0.0033,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0033,-0.0033,-0.0033,,PV
4674,pv_28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005385,0.005385,0.0,0.0,0.00673,0.00673,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00673,0.00673,-0.00673,-0.00673,,PV
4676,pv_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005295,0.005295,0.0,0.0,0.00662,0.00662,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00662,0.00662,-0.00662,-0.00662,,PV
4678,pv_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005315,0.005315,0.0,0.0,0.006645,0.006645,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.006645,0.006645,-0.006645,-0.006645,,PV
4680,pv_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00981,0.00981,0.0,0.0,0.01226,0.01226,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.01226,0.01226,-0.01226,-0.01226,,PV
4682,pv_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00499,0.00499,0.0,0.0,0.00624,0.00624,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00624,0.00624,-0.00624,-0.00624,,PV
4684,pv_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007245,0.007245,0.0,0.0,0.00906,0.00906,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00906,0.00906,-0.00906,-0.00906,,PV
4686,pv_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00649,0.00649,0.0,0.0,0.008115,0.008115,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.008115,0.008115,-0.008115,-0.008115,,PV
4688,pv_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00622,0.00622,0.0,0.0,0.007775,0.007775,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.007775,0.007775,-0.007775,-0.007775,,PV
4690,pv_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00596,0.00596,0.0,0.0,0.00745,0.00745,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00745,0.00745,-0.00745,-0.00745,,PV
4692,pv_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063,0.0063,0.0,0.0,0.00787,0.00787,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00787,0.00787,-0.00787,-0.00787,,PV
4694,pv_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007465,0.007465,0.0,0.0,0.00933,0.00933,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00933,0.00933,-0.00933,-0.00933,,PV
4696,pv_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004855,0.004855,0.0,0.0,0.00607,0.00607,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00607,0.00607,-0.00607,-0.00607,,PV
