fb,tb,from_name,to_name,r_aa,r_ab,r_ac,r_bb,r_bc,r_cc,x_aa,x_ab,x_ac,x_bb,x_bc,x_cc,r_s1s1,r_s1s2,r_s2s2,x_s1s1,x_s1s2,x_s2s2,primary_phase,type,name,status,s_base,v_ln_base,z_base,phases
14,15,m1209814,m1209811,4.418817946954647e-06,1.1512361694553532e-06,1.179460135750211e-06,4.3769121968670265e-06,1.1572919733207973e-06,4.432002473939378e-06,1.310110751274494e-05,5.67140990969184e-06,5.086627650221959e-06,1.346049419665738e-05,6.002570564003165e-06,1.298942074503234e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5473414-1,,10000,7199.557856794634,5183.363333333335,abc
15,16,m1209811,m1209807,5.065672826468527e-06,1.3197614951475517e-06,1.3521170664409012e-06,5.017632644220707e-06,1.3267037863783422e-06,5.0807873889778116e-06,1.501893156057553e-05,6.501627225237923e-06,5.831240792314384e-06,1.5430927569631424e-05,6.881265297654224e-06,1.4890895368302044e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5714974-1,,10000,7199.557856794634,5183.363333333335,abc
16,17,m1209807,m1209805,1.8245646485526445e-06,4.7535445952712804e-07,4.870083569634387e-07,1.8072614350917576e-06,4.778549485230759e-07,1.8300086433342826e-06,5.409550226235474e-06,2.3417697114691932e-06,2.1003085219524766e-06,5.557943811691765e-06,2.478508547533808e-06,5.363433882334056e-06,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5896798-1,,10000,7199.557856794634,5183.363333333335,abc
17,18,m1209805,l2823592,5.498987242460975e-06,2.239172600060835e-06,2.312222523357742e-06,5.389320714177215e-06,2.2553832883642466e-06,5.533180390276839e-06,1.4173640177485787e-05,6.791993286521168e-06,6.277996349222416e-06,1.4433398128880279e-05,7.133089792041073e-06,1.409313659599912e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5775442-1,,10000,7199.557856794634,5183.363333333335,abc
18,19,l2823592,l2823592_cap,1.9292492840877444e-07,0.0,0.0,1.9292492840877444e-07,0.0,1.9292492840877444e-07,1.9292492840877444e-07,0.0,0.0,1.9292492840877444e-07,0.0,1.9292492840877444e-07,0.0,0.0,0.0,0.0,0.0,0.0,,line,cap_1acap_1bcap_1c,,10000,7199.557856794634,5183.363333333335,abc
19,20,l2823592_cap,r20185,1.9292492840877444e-07,0.0,0.0,1.9292492840877444e-07,0.0,1.9292492840877444e-07,1.9292492840877444e-07,0.0,0.0,1.9292492840877444e-07,0.0,1.9292492840877444e-07,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5513564-2,,10000,7199.557856794634,5183.363333333335,abc
20,21,r20185,d5513564-1_int,1.108571226661196e-06,4.5140717854160316e-07,4.661337162668511e-07,1.0864629451862975e-06,4.546751807800468e-07,1.1154644122872598e-06,2.8573424496213197e-06,1.3692354604815787e-06,1.2656159774463038e-06,2.909708490514974e-06,1.4379989899937552e-06,2.84111328775126e-06,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5513564-1,,10000,7199.557856794634,5183.363333333335,abc
21,22,d5513564-1_int,e192201,1.9292492840877443e-10,0.0,0.0,1.9292492840877443e-10,0.0,1.9292492840877443e-10,1.9292492840877443e-10,0.0,0.0,1.9292492840877443e-10,0.0,1.9292492840877443e-10,0.0,0.0,0.0,0.0,0.0,0.0,,switch,xj171_48332_sw,CLOSED,10000,7199.557856794634,5183.363333333335,abc
22,23,e192201,m1209800,2.900671834827772e-06,1.1811456560877135e-06,1.219678906975715e-06,2.842823617366972e-06,1.1896966646483071e-06,2.918708447105707e-06,7.4764819496865905e-06,3.582722192265767e-06,3.311592914551169e-06,7.613502193644344e-06,3.762647873649412e-06,7.434016953656408e-06,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6321409-1,,10000,7199.557856794634,5183.363333333335,abc
23,24,m1209800,l2839332,0.0,0.0,0.0,0.0,0.0,1.7700052083128775e-05,0.0,0.0,0.0,0.0,0.0,9.877683037039655e-06,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6198133-1,,10000,7199.557856794634,5183.363333333335,c
23,25,m1209800,p829957,2.202512977290806e-06,2.676523949734053e-07,2.765424122669386e-07,2.189139993098432e-06,2.6963595696642263e-07,2.2066786521338456e-06,1.7224987612887121e-06,7.563989555296463e-07,7.126710491399083e-07,1.739202338778489e-06,7.902187848394444e-07,1.7173461718917378e-06,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5958865-1,,10000,7199.557856794634,5183.363333333335,abc
25,26,p829957,d5746703-1_int,1.9292492840877443e-10,0.0,0.0,1.9292492840877443e-10,0.0,1.9292492840877443e-10,1.9292492840877443e-10,0.0,0.0,1.9292492840877443e-10,0.0,1.9292492840877443e-10,0.0,0.0,0.0,0.0,0.0,0.0,,switch,ln0746703_sw,CLOSED,10000,7199.557856794634,5183.363333333335,abc
26,27,d5746703-1_int,l3160863,3.600664243082837e-05,4.375576525962871e-06,4.520910368347706e-06,3.5788021126430775e-05,4.408003761651539e-06,3.607474280803519e-05,2.815937868459539e-05,1.23655964834808e-05,1.1650733458446219e-05,2.8432448468152268e-05,1.2918482443102898e-05,2.807514424605966e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5746703-1,,10000,7199.557856794634,5183.363333333335,abc
27,28,l3160863,l2730108,6.783608497934094e-05,8.243533998457241e-06,8.51734122448037e-06,6.742420504880035e-05,8.304626523816902e-06,6.796438527793728e-05,5.305193365594539e-05,2.329663632162064e-05,2.19498429068224e-05,5.356639387195249e-05,2.433826687667338e-05,5.289323697819561e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6201670-1,,10000,7199.557856794634,5183.363333333335,abc
28,29,l2730108,l2786204,1.8414714266055044e-05,2.2377813102028345e-06,2.312108739811023e-06,1.830290576125797e-05,2.2543654246698242e-06,1.844954253392488e-05,1.4401423664609523e-05,6.324081075042779e-06,5.9584819117587085e-06,1.4541078508810942e-05,6.60684104044954e-06,1.435834402673502e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5896731-1,,10000,7199.557856794634,5183.363333333335,abc
29,30,l2786204,m1209819,1.5726438780223132e-05,1.9110983895799315e-06,1.9745751155576583e-06,1.5630952660786525e-05,1.9252614690131048e-06,1.5756182636932643e-05,1.2299029153388947e-05,5.40085892351639e-06,5.088631822057299e-06,1.2418296459194703e-05,5.642340122801924e-06,1.2262238504459005e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5589094-1,,10000,7199.557856794634,5183.363333333335,abc
30,31,m1209819,l2936216,1.0909239604046019e-05,1.3257057449682924e-06,1.3697387789341408e-06,1.084300204255152e-05,1.3355305011783207e-06,1.0929872556243723e-05,8.531687167484944e-06,3.7465102486129655e-06,3.529922099935755e-06,8.61442144917116e-06,3.914022824072271e-06,8.506165941098344e-06,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5952392-1,,10000,7199.557856794634,5183.363333333335,abc
31,32,l2936216,226-23745,2.044435236164935e-05,2.4844257126722735e-06,2.5669453835773287e-06,2.0320220515991865e-05,2.5028376996773643e-06,2.0483019341228245e-05,1.598872378114544e-05,7.021110400835491e-06,6.615215527349357e-06,1.6143771141783998e-05,7.335035682706401e-06,1.5940895979769114e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5473351-1,,10000,7199.557856794634,5183.363333333335,abc
32,33,226-23745,m1209822,0.0001137297810919422,1.3820598835472976e-05,1.4279647082235534e-05,0.00011303924869534517,1.3923022781926018e-05,0.00011394488143091131,8.894358810701414e-05,3.905769841881943e-05,3.6799747944706425e-05,8.980610026060941e-05,4.080403173155267e-05,8.867752708026125e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6109068-1,,10000,7199.557856794634,5183.363333333335,abc
33,34,m1209822,m1209823,1.2438865174334036e-05,1.5115879402249757e-06,1.561795011716459e-06,1.23633401948844e-05,1.5227902625043322e-06,1.2462391150465366e-05,9.727947156516904e-06,4.271822560343573e-06,4.024865771645372e-06,9.822281923424815e-06,4.462822704878942e-06,9.698847502862876e-06,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6078692-1,,10000,7199.557856794634,5183.363333333335,abc
34,35,m1209823,m1209824,2.0111360598100714e-05,2.4439600972869606e-06,2.525135711395496e-06,1.998925057643975e-05,2.462072195114111e-06,2.0149397780976184e-05,1.5728304021468295e-05,6.906752562881692e-06,6.507468788996397e-06,1.5880826015045118e-05,7.2155647195538406e-06,1.5681255225640557e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5624291-1,,10000,7199.557856794634,5183.363333333335,abc
35,36,m1209824,m1209828,5.483746111565913e-05,6.66392341529856e-06,6.885264212232854e-06,5.45045048478819e-05,6.71330950508968e-06,5.4941176750745484e-05,4.2886221247208206e-05,1.8832578395430507e-05,1.7743855018524006e-05,4.3302101557804484e-05,1.967461364963161e-05,4.275793373035139e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6139544-1,,10000,7199.557856794634,5183.363333333335,abc
36,37,m1209828,l2861157,0.0,0.0,0.0,0.0,0.0,1.5955201804330393e-05,0.0,0.0,0.0,0.0,0.0,1.2743192074613393e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5775370-1,,10000,7199.557856794634,5183.363333333335,c
37,38,l2861157,p901951,0.0,0.0,0.0,0.0,0.0,2.6274401523656774e-05,0.0,0.0,0.0,0.0,0.0,2.098498968346485e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5594152-1,,10000,7199.557856794634,5183.363333333335,c
38,39,p901951,m1186078,0.0,0.0,0.0,0.0,0.0,5.530184129239123e-05,0.0,0.0,0.0,0.0,0.0,3.0356067575531713e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6078691-1,,10000,7199.557856794634,5183.363333333335,c
39,40,m1186078,l2806553,0.0,0.0,0.0,0.0,0.0,2.6095072284372623e-05,0.0,0.0,0.0,0.0,0.0,1.4324003670412837e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6254100-1,,10000,7199.557856794634,5183.363333333335,c
40,41,l2806553,m1166391,0.0,0.0,0.0,0.0,0.0,0.00019791710823741852,0.0,0.0,0.0,0.0,0.0,0.00010907243817351601,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6435650-1,,10000,7199.557856794634,5183.363333333335,c
41,42,m1166391,l3254873,0.0,0.0,0.0,0.0,0.0,3.34139064715381e-05,0.0,0.0,0.0,0.0,0.0,1.8414457851620146e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6048523-1,,10000,7199.557856794634,5183.363333333335,c
42,43,l3254873,m1166393,0.0,0.0,0.0,0.0,0.0,1.067507069924354e-05,0.0,0.0,0.0,0.0,0.0,5.883048712718703e-06,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6381766-1,,10000,7199.557856794634,5183.363333333335,c
43,44,m1166393,l2745811,0.0,0.0,0.0,0.0,0.0,2.6757008660785886e-05,0.0,0.0,0.0,0.0,0.0,2.1370441119331137e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5894226-3,,10000,7199.557856794634,5183.363333333335,c
44,45,l2745811,m4122657,0.0,0.0,0.0,0.0,0.0,1.1786240280673615e-05,0.0,0.0,0.0,0.0,0.0,9.413501977355434e-06,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6228316-5,,10000,7199.557856794634,5183.363333333335,c
45,46,m4122657,l3027124,0.0,0.0,0.0,0.0,0.0,4.780393736968724e-05,0.0,0.0,0.0,0.0,0.0,3.818032283736942e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6258460-3,,10000,7199.557856794634,5183.363333333335,c
43,47,m1166393,m1166395,0.0,0.0,0.0,0.0,0.0,1.4214366086607858e-05,0.0,0.0,0.0,0.0,0.0,1.1352811420495633e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5717630-1,,10000,7199.557856794634,5183.363333333335,c
47,48,m1166395,m1166396,0.0,0.0,0.0,0.0,0.0,1.6751003528468323e-06,0.0,0.0,0.0,0.0,0.0,1.3378787559293866e-06,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6142227-1,,10000,7199.557856794634,5183.363333333335,c
48,49,m1166396,m1166399,0.0,0.0,0.0,0.0,0.0,1.455629759422614e-05,0.0,0.0,0.0,0.0,0.0,1.1625907237858426e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6324073-1,,10000,7199.557856794634,5183.363333333335,c
49,50,m1166399,l3048890,0.0,0.0,0.0,0.0,0.0,1.8090273680834e-05,0.0,0.0,0.0,0.0,0.0,1.4448443524833613e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6200441-1,,10000,7199.557856794634,5183.363333333335,c
50,51,l3048890,m1166402,0.0,0.0,0.0,0.0,0.0,1.3425043063352042e-05,0.0,0.0,0.0,0.0,0.0,1.0722390381788785e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6048525-1,,10000,7199.557856794634,5183.363333333335,c
51,52,m1166402,l3048889,0.0,0.0,0.0,0.0,0.0,2.0270002734562946e-05,0.0,0.0,0.0,0.0,0.0,1.6189362025453544e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5866187-1,,10000,7199.557856794634,5183.363333333335,c
52,53,l3048889,m1166407,0.0,0.0,0.0,0.0,0.0,1.8939232277465914e-05,0.0,0.0,0.0,0.0,0.0,1.5126494645273755e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6137018-1,,10000,7199.557856794634,5183.363333333335,c
53,54,m1166407,l3064514,0.0,0.0,0.0,0.0,0.0,0.00011785064139417842,0.0,0.0,0.0,0.0,0.0,6.494767891291109e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6318771-1,,10000,7199.557856794634,5183.363333333335,c
54,55,l3064514,l3048888,0.0,0.0,0.0,0.0,0.0,1.9616685974018152e-05,0.0,0.0,0.0,0.0,0.0,1.0810787339837709e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5591715-1,,10000,7199.557856794634,5183.363333333335,c
55,56,l3048888,m1149249,0.0,0.0,0.0,0.0,0.0,3.572188709204898e-05,0.0,0.0,0.0,0.0,0.0,1.993494010769069e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5591716-1,,10000,7199.557856794634,5183.363333333335,c
56,57,m1149249,m1142880,0.0,0.0,0.0,0.0,0.0,7.501634607052433e-05,0.0,0.0,0.0,0.0,0.0,4.186358806185686e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6258463-1,,10000,7199.557856794634,5183.363333333335,c
57,58,m1142880,l2764411,0.0,0.0,0.0,0.0,0.0,3.946362881400685e-05,0.0,0.0,0.0,0.0,0.0,2.202305479585005e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5803293-1,,10000,7199.557856794634,5183.363333333335,c
58,59,l2764411,l2767343,0.0,0.0,0.0,0.0,0.0,1.7744926465085406e-05,0.0,0.0,0.0,0.0,0.0,9.902725614280044e-06,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5803293-2,,10000,7199.557856794634,5183.363333333335,c
59,60,l2767343,l2804957,0.0,0.0,0.0,0.0,0.0,2.180700499036983e-05,0.0,0.0,0.0,0.0,0.0,1.216960731360397e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6048524-1,,10000,7199.557856794634,5183.363333333335,c
60,61,l2804957,l3048937,0.0,0.0,0.0,0.0,0.0,1.2913513231756212e-05,0.0,0.0,0.0,0.0,0.0,1.0313838802444228e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5957460-1,,10000,7199.557856794634,5183.363333333335,c
61,62,l3048937,l3176661,0.0,0.0,0.0,0.0,0.0,2.3423047794707295e-05,0.0,0.0,0.0,0.0,0.0,1.8707654135705962e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5651998-1,,10000,7199.557856794634,5183.363333333335,c
62,63,l3176661,l2970804,0.0,0.0,0.0,0.0,0.0,1.6680660408981553e-05,0.0,0.0,0.0,0.0,0.0,1.3322605513228857e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6348954-1,,10000,7199.557856794634,5183.363333333335,c
57,64,m1142880,l2891575,0.0,0.0,0.0,0.0,0.0,3.195908613092528e-05,0.0,0.0,0.0,0.0,0.0,1.78350731100746e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5591718-1,,10000,7199.557856794634,5183.363333333335,c
53,65,m1166407,l2952007,0.0,0.0,0.0,0.0,0.0,4.862270812359285e-05,0.0,0.0,0.0,0.0,0.0,2.7134366440940205e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5985365-1,,10000,7199.557856794634,5183.363333333335,c
65,66,l2952007,l2861158,0.0,0.0,0.0,0.0,0.0,4.0885099995588435e-05,0.0,0.0,0.0,0.0,0.0,2.2816320358686017e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5894230-1,,10000,7199.557856794634,5183.363333333335,c
47,67,m1166395,m1166400,0.0,0.0,0.0,0.0,0.0,1.7507369013632714e-05,0.0,0.0,0.0,0.0,0.0,1.3982885882477846e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5960126-1,,10000,7199.557856794634,5183.363333333335,c
67,68,m1166400,l3179637,0.0,0.0,0.0,0.0,0.0,1.5964483568564553e-05,0.0,0.0,0.0,0.0,0.0,1.2750605287299622e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6103754-1,,10000,7199.557856794634,5183.363333333335,c
41,69,m1166391,m1166394,0.0,0.0,0.0,0.0,0.0,2.789920812845327e-05,0.0,0.0,0.0,0.0,0.0,1.5569419433513244e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6200442-1,,10000,7199.557856794634,5183.363333333335,c
69,70,m1166394,m1166398,0.0,0.0,0.0,0.0,0.0,2.1317127128385746e-05,0.0,0.0,0.0,0.0,0.0,1.1896226296146192e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6230698-1,,10000,7199.557856794634,5183.363333333335,c
70,71,m1166398,l3142050,0.0,0.0,0.0,0.0,0.0,2.2685496602593293e-05,0.0,0.0,0.0,0.0,0.0,1.2659857944251125e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6048526-1,,10000,7199.557856794634,5183.363333333335,c
36,72,m1209828,l3253570,8.769268439765942e-06,1.0656535168092917e-06,1.1010489714036379e-06,8.716024127731093e-06,1.0735510355812729e-06,8.785854004213478e-06,6.858099898001488e-06,3.0115897418034875e-06,2.8374878166869126e-06,6.924604911330607e-06,3.1462428243789583e-06,6.837584949827362e-06,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln5873976-1,,10000,7199.557856794634,5183.363333333335,abc
72,73,l3253570,l2937757,1.936414433526751e-05,2.3531573531612996e-06,2.4313169734631754e-06,1.9246571181890263e-05,2.3705965152124515e-06,1.9400768286974544e-05,1.5143935574873197e-05,6.650139500171381e-06,6.2656906912242945e-06,1.5290790775619944e-05,6.94747806884333e-06,1.5098634827130901e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6359077-2,,10000,7199.557856794634,5183.363333333335,abc
73,74,l2937757,l3067448,1.764925326668334e-05,2.1447614406933334e-06,2.215999235147449e-06,1.754209240662208e-05,2.1606561883501632e-06,1.768263379660053e-05,1.3802786727244275e-05,6.061202305930769e-06,5.710800332071068e-06,1.3936636412860821e-05,6.332208533398647e-06,1.3761497819444836e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6359077-1,,10000,7199.557856794634,5183.363333333335,abc
74,75,l3067448,l2763407,5.5556971268230585e-05,6.751359274941172e-06,6.975604235331112e-06,5.5219646355185074e-05,6.801393348651999e-06,5.566204773313851e-05,4.344892183481766e-05,1.9079676475446116e-05,1.7976668200823915e-05,4.387025881863769e-05,1.9932759887273315e-05,4.3318951085933894e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6073916-1,,10000,7199.557856794634,5183.363333333335,abc
75,76,l2763407,m1186000,3.681398621155247e-05,4.4736860484518085e-06,4.622278577730417e-06,3.6590462962998924e-05,4.506840370180493e-06,3.688361354079622e-05,2.8790770497751454e-05,1.264285886458342e-05,1.191196712433497e-05,2.9069963073564842e-05,1.3208141676864247e-05,2.870464734798126e-05,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln6073917-1,,10000,7199.557856794634,5183.363333333335,abc
76,77,m1186000,m1186der480-1,0.00048,0.0,0.0,0.00048,0.0,0.00048,0.0069,0.0,0.0,0.0069,0.0,0.0069,0.0,0.0,0.0,0.0,0.0,0.0,,transformer,1209-wt123,CLOSED,10000,277.1281292110204,7.6800000000000015,abc
77,78,m1186der480-1,m1186der-1,0.013942838541666664,0.0036325325520833326,0.003721588541666666,0.013810611979166663,0.003651640624999999,0.013984440104166664,0.04133834635416666,0.017895182291666662,0.01605,0.04247233072916666,0.018940104166666662,0.04098593749999999,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln1186der-1,,10000,277.1281292110204,7.6800000000000015,abc
78,79,m1186der-1,m1186-wt1,1.302083333333333e-07,0.0,0.0,1.302083333333333e-07,0.0,1.302083333333333e-07,1.302083333333333e-07,0.0,0.0,1.302083333333333e-07,0.0,1.302083333333333e-07,0.0,0.0,0.0,0.0,0.0,0.0,,switch,ln1186mt1_sw,CLOSED,10000,277.1281292110204,7.6800000000000015,abc
77,80,m1186der480-1,m1186der-3,0.013942838541666664,0.0036325325520833326,0.003721588541666666,0.013810611979166663,0.003651640624999999,0.013984440104166664,0.04133834635416666,0.017895182291666662,0.01605,0.04247233072916666,0.018940104166666662,0.04098593749999999,0.0,0.0,0.0,0.0,0.0,0.0,,line,ln1186der-3,,10000,277.1281292110204,7.6800000000000015,abc
80,81,m1186der-3,m1186-wt3,1.302083333333333e-07,0.0,0.0,1.302083333333333e-07,0.0,1.302083333333333e-07,1.302083333333333e-07,0.0,0.0,1.302083333333333e-07,0.0,1.302083333333333e-07,0.0,0.0,0.0,0.0,0.0,0.0,,switch,ln1186mt3_sw,CLOSED,10000,277.1281292110204,7.6800000000000015,abc
