id,pl_a,ql_a,pl_b,ql_b,pl_c,ql_c,pl_s1,ql_s1,pl_s2,ql_s2,pl_s1s2,ql_s1s2,cvr_p,cvr_q,name,bus_type,v_a,v_b,v_c,v_ln_base,s_base,v_min,v_max,phases,primary_phase,has_gen,has_load,has_cap,latitude,longitude,load_shape
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1009650,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.68575126,-119.238392,default
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1009651,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.68584736,-119.2382887,default
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l2879092,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,c,,False,False,False,46.68654592,-119.2386275,default
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,x2879092c,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,c,False,False,False,46.6862,-119.2386,default
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0087147959530814,0.0021841340646303,0.0014552041939422,0.0003647085989331,0.0,0.0,0.0,0.0,sx2879092c,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,c,False,True,False,46.6862,-119.2389,default
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1026655,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.68646472,-119.237501,default
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1026658,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.68716346,-119.2366095,default
30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l2673319,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.6874892,-119.2361939,default
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1026662,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.688787,-119.2343047,default
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1026670,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.68936396,-119.2338653,default
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m3036170,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.68952622,-119.2336658,default
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l2691952,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.68954794,-119.2336391,default
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,q14414,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.68977908,-119.2331088,default
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d5835167-6_int,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.69043246,-119.2323256,default
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l3048221,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.69095422,-119.2317572,default
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l3047060,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.69217484,-119.2325867,default
39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l3047059,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.69348162,-119.233631,default
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l3047058,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.69491544,-119.2343615,default
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1026732,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.6960205,-119.2347855,default
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l2766747,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.69650362,-119.2349709,default
43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l2858163,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.69869482,-119.2358314,default
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l3216346,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.70016138,-119.2372363,default
45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1026767,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.700769,-119.237437,default
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l3029500,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,a,,False,False,False,46.70061858,-119.2349102,default
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1026764,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,a,,False,False,False,46.70066602,-119.233348,default
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l3178976,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,a,,False,False,False,46.70197088,-119.2334541,default
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1026779,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,a,,False,False,False,46.70326252,-119.2335541,default
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l2973169,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,a,,False,False,False,46.70397018,-119.2348698,default
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,x2973169a,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,a,False,False,False,46.7036,-119.2349,default
52,0.0,0.0,0.0,0.0,0.0,0.0,0.0028783514693478,0.0007213827957248,0.0024416484262653,0.0006119347089382,0.0,0.0,0.0,0.0,sx2973169a,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,a,False,True,False,46.7037,-119.2351,default
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,x3178976a,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,a,False,False,False,46.7016,-119.2335,default
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0014983583479279,0.000375523957675,0.0038216415456178,0.0009577935458312,0.0,0.0,0.0,0.0,sx3178976a,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,a,False,True,False,46.7017,-119.2337,default
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,x3029500a,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,a,False,False,False,46.7003,-119.2349,default
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0076450203292277,0.0019160224815852,0.0012249794769056,0.0003070087623687,0.0,0.0,0.0,0.0,sx3029500a,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,a,False,True,False,46.7003,-119.2352,default
57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1009698,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.7015245,-119.2384826,default
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l3156034,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,a,,False,False,False,46.70086448,-119.2381333,default
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l3066821,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,a,,False,False,False,46.7007615,-119.2391446,default
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1009691,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,a,,False,False,False,46.7007896,-119.2402316,default
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l2748140,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,a,,False,False,False,46.70120528,-119.2403575,default
62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l3141412,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,a,,False,False,False,46.70088888,-119.2416435,default
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,x3141412a,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,a,False,False,False,46.7005,-119.2416,default
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0017346714954731,0.0004347496083563,0.0035853283987208,0.0008985678951935,0.0,0.0,0.0,0.0,sx3141412a,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,a,False,True,False,46.7006,-119.2419,default
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,x2748140a,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,a,False,False,False,46.7009,-119.2404,default
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0025783171988911,0.0006461871289581,0.006291682617229,0.0015768441199227,0.0,0.0,0.0,0.0,sx2748140a,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,a,False,True,False,46.7009,-119.2406,default
67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,x3066821a,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,a,False,False,False,46.7004,-119.2391,default
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0076970447956823,0.0019290610397738,0.0011729550096707,0.0002939702032049,0.0,0.0,0.0,0.0,sx3066821a,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,a,False,True,False,46.7004,-119.2394,default
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,x3156034a,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,a,False,False,False,46.7005,-119.2381,default
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0012603456854728,0.000315872367995,0.0022896542453443,0.0005738413801296,0.0,0.0,0.0,0.0,sx3156034a,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,a,False,True,False,46.7005,-119.2384,default
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1009705,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.70219352,-119.2383701,default
72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1009715,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.70334188,-119.2383946,default
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l3010563,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,a,,False,False,False,46.70262986,-119.2386173,default
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l2841623,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,a,,False,False,False,46.70262964,-119.2396714,default
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,x2841623a,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,a,False,False,False,46.7023,-119.2397,default
76,0.0,0.0,0.0,0.0,0.0,0.0,0.0034714827549524,0.0008700354903896,0.0018485171395422,0.0004632820128771,0.0,0.0,0.0,0.0,sx2841623a,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,a,False,True,False,46.7023,-119.24,default
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,x3010563a,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,a,False,False,False,46.7023,-119.2386,default
78,0.0,0.0,0.0,0.0,0.0,0.0,0.0034484929269014,0.0008642736970426,0.0018715069676639,0.0004690438062664,0.0,0.0,0.0,0.0,sx3010563a,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,a,False,True,False,46.7023,-119.2389,default
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1009720,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.70374816,-119.2383667,default
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l3178982,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,a,,False,False,False,46.70382038,-119.2400272,default
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,x3178982a,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,a,False,False,False,46.7035,-119.24,default
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0008047762447337,0.0002016959168974,0.0080652235565062,0.0020213353228891,0.0,0.0,0.0,0.0,sx3178982a,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,a,False,True,False,46.7035,-119.2403,default
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1009724,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.70439314,-119.2384707,default
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1009726,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.70543194,-119.2384245,default
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l3101789,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,a,,False,False,False,46.70565054,-119.2378077,default
86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,x3101789a,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,a,False,False,False,46.7053,-119.2378,default
87,0.0,0.0,0.0,0.0,0.0,0.0,0.003937861247646,0.0009869209460915,0.004932138573029,0.0012361103037017,0.0,0.0,0.0,0.0,sx3101789a,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,a,False,True,False,46.7053,-119.2381,default
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,p901972,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.7066612,-119.2388831,default
89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1009742,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.70682942,-119.2388465,default
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n1147857,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.70754484,-119.2384666,default
91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1009770,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.70764996,-119.2384108,default
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l2689691,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.70759942,-119.2393629,default
93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,m1009763,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.70739112,-119.240763,default
94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,e182733,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,abc,,False,False,False,46.70671908,-119.2419282,default
95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l2673322,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,b,,False,False,False,46.70782934,-119.240596,default
96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l2859391,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,b,,False,False,False,46.70822786,-119.2412941,default
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,x2859391b,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,b,False,False,False,46.7079,-119.2413,default
98,0.0,0.0,0.0,0.0,0.0,0.0,0.0042620906520008,0.0010681806966801,0.0054679096567308,0.0013703874530383,0.0,0.0,0.0,0.0,sx2859391b,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,b,False,True,False,46.7079,-119.2416,default
99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,x2673322b,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,b,False,False,False,46.7075,-119.2406,default
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0016036633775813,0.0004019159620266,0.0022863367420476,0.000573010049856,0.0,0.0,0.0,0.0,sx2673322b,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,b,False,True,False,46.7075,-119.2409,default
101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,l2766730,PQ,1.0,1.0,1.0,7199.557856794634,1000000.0,0.9,1.05,b,,False,False,False,46.70703554,-119.2407773,default
102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,x2766730b,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,b,False,False,False,46.7067,-119.2408,default
103,0.0,0.0,0.0,0.0,0.0,0.0,0.0048386175262193,0.001212671967179,0.0010013826617335,0.0002509701729557,0.0,0.0,0.0,0.0,sx2766730b,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,b,False,True,False,46.7067,-119.2411,default
104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,x2689691a,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,a,False,False,False,46.7072,-119.2394,default
105,0.0,0.0,0.0,0.0,0.0,0.0,0.0056416131071187,0.0014139213610091,0.0032283867115178,0.0008091098867361,0.0,0.0,0.0,0.0,sx2689691a,PQ,1.0,1.0,1.0,104.0,1000000.0,0.9,1.05,s1s2,a,False,True,False,46.7073,-119.2396,default
