id,name,p_a,p_b,p_c,q_a,q_b,q_c,s_a_max,s_b_max,s_c_max,p_s1,p_s2,q_s1,q_s2,s_s1_max,s_s2_max,primary_phase,phases,q_a_max,q_b_max,q_c_max,q_a_min,q_b_min,q_c_min,q_s1_max,q_s2_max,q_s1_min,q_s2_min,control_variable,gen_shape
2508,pv_1145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005085,0.005085,-0.0038033242039037,-0.0038033242039037,0.00635,0.00635,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00635,0.00635,-0.00635,-0.00635,P,PV
2536,pv_1105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004435,0.004435,-0.0032528103233972,-0.0032528103233972,0.0055,0.0055,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.0055,-0.0055,-0.0055,P,PV
2614,pv_1035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00305,0.00305,-0.0022666053913286,-0.0022666055827418,0.0038,0.0038,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0038,-0.0038,-0.0038,P,PV
2620,pv_1047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005085,0.005085,-0.0038033242039037,-0.0038033242039037,0.00635,0.00635,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00635,0.00635,-0.00635,-0.00635,P,PV
2641,pv_1013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005085,0.005085,-0.0038033242039037,-0.0038033242039037,0.00635,0.00635,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00635,0.00635,-0.00635,-0.00635,P,PV
2649,pv_1137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004435,0.004435,-0.00333665626039,-0.00333665626039,0.00555,0.00555,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00555,0.00555,-0.00555,-0.00555,P,PV
2768,pv_1023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004865,0.004865,-0.0036799150805419,-0.0036799150805807,0.0061,0.0061,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.0061,0.0061,-0.0061,-0.0061,P,PV
2800,pv_1147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00292,0.00292,-0.00219,-0.00219,0.00365,0.00365,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00365,0.00365,-0.00365,-0.00365,P,PV
2814,pv_1089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004435,0.004435,-0.00333665626039,-0.00333665626039,0.00555,0.00555,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00555,0.00555,-0.00555,-0.00555,P,PV
2865,pv_1151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01526,0.01526,-0.011403284614531,-0.011403284614531,0.01905,0.01905,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.01905,0.01905,-0.01905,-0.01905,P,PV
2887,pv_1133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00305,0.00305,-0.0022666053913286,-0.0022666053913286,0.0038,0.0038,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0038,-0.0038,-0.0038,P,PV
2892,pv_1007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002035,0.002035,-0.0015366440706943,-0.0015366440706943,0.00255,0.00255,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00255,0.00255,-0.00255,-0.00255,P,PV
2911,pv_1181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002035,0.002035,-0.0015366440706943,-0.0015366440706943,0.00255,0.00255,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00255,0.00255,-0.00255,-0.00255,P,PV
2913,pv_1175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005085,0.005085,-0.0038033242039037,-0.0038033242039037,0.00635,0.00635,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00635,0.00635,-0.00635,-0.00635,P,PV
2971,pv_1027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00266,0.00266,-0.0019530488985173,-0.0019530488985173,0.0033,0.0033,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0033,-0.0033,-0.0033,P,PV
2989,pv_1005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005085,0.005085,-0.0038033242039037,-0.0038033242039037,0.00635,0.00635,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00635,0.00635,-0.00635,-0.00635,P,PV
3121,pv_1119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005085,0.005085,-0.0038033242039037,-0.0038033242039037,0.00635,0.00635,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00635,0.00635,-0.00635,-0.00635,P,PV
3153,pv_1093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005085,0.005085,-0.0038033242039037,-0.0038033242039037,0.00635,0.00635,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00635,0.00635,-0.00635,-0.00635,P,PV
3176,pv_1039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004435,0.004435,-0.00333665626039,-0.0033366562603902,0.00555,0.00555,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00555,0.00555,-0.00555,-0.00555,P,PV
3227,pv_1009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002925,0.002925,-0.0021833174299675,-0.0021833174299675,0.00365,0.00365,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00365,0.00365,-0.00365,-0.00365,P,PV
3269,pv_1123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001945,0.001945,-0.001406049430141,-0.0014060494301415,0.0024,0.0024,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.0024,-0.0024,-0.0024,P,PV
3329,pv_1065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00305,0.00305,-0.0023494680248941,-0.0023494680248941,0.00385,0.00385,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00385,0.00385,-0.00385,-0.00385,P,PV
3331,pv_1045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00305,0.00305,-0.0022666053913286,-0.0022666053913286,0.0038,0.0038,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.0038,0.0038,-0.0038,-0.0038,P,PV
3375,pv_1135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004435,0.004435,-0.00333665626039,-0.00333665626039,0.00555,0.00555,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00555,0.00555,-0.00555,-0.00555,P,PV
3410,pv_1157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004435,0.004435,-0.00333665626039,0.00333665626039,0.00555,0.00555,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00555,0.00555,-0.00555,-0.00555,P,PV
3509,pv_1031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004865,0.004865,-0.0035964253085529,-0.0035964253085529,0.00605,0.00605,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00605,0.00605,-0.00605,-0.00605,P,PV
3517,pv_1129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005085,0.005085,0.0038033242039037,-0.0038033242039037,0.00635,0.00635,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00635,0.00635,-0.00635,-0.00635,P,PV
3571,pv_1085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00266,0.00266,0.0019530488985173,0.0019530488985173,0.0033,0.0033,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0033,-0.0033,-0.0033,P,PV
3630,pv_1109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00305,0.00305,-0.0023494680248941,-0.0023494680248941,0.00385,0.00385,c,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00385,0.00385,-0.00385,-0.00385,P,PV
3751,pv_1019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00292,0.00292,-0.00219,-0.00219,0.00365,0.00365,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00365,0.00365,-0.00365,-0.00365,P,PV
3810,pv_1029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004435,0.004435,0.00333665626039,0.00333665626039,0.00555,0.00555,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00555,0.00555,-0.00555,-0.00555,P,PV
3821,pv_1101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00266,0.00266,0.0019530488985173,0.0019530488985173,0.0033,0.0033,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.0033,0.0033,-0.0033,-0.0033,P,PV
3863,pv_28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005385,0.005385,-0.0040366663225983,0.0040366663225983,0.00673,0.00673,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00673,0.00673,-0.00673,-0.00673,P,PV
3865,pv_26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005295,0.005295,0.0039733329837807,0.0039733329837807,0.00662,0.00662,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00662,0.00662,-0.00662,-0.00662,P,PV
3867,pv_24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005315,0.005315,-0.0039883329850954,-0.0039883329850954,0.006645,0.006645,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.006645,0.006645,-0.006645,-0.006645,P,PV
3869,pv_22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00981,0.00981,-0.007353332577818,0.007353332577818,0.01226,0.01226,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.01226,0.01226,-0.01226,-0.01226,P,PV
3871,pv_20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00499,0.00499,0.0037466651838668,-0.0037466651838668,0.00624,0.00624,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00624,0.00624,-0.00624,-0.00624,P,PV
3873,pv_18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007245,0.007245,-0.0054399977022053,-0.0054399977022053,0.00906,0.00906,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00906,0.00906,-0.00906,-0.00906,P,PV
3875,pv_16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00649,0.00649,0.0048716655262856,0.0048716655262856,0.008115,0.008115,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.008115,0.008115,-0.008115,-0.008115,P,PV
3877,pv_14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00622,0.00622,-0.0046649999999999,-0.0046649999999999,0.007775,0.007775,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.007775,0.007775,-0.007775,-0.007775,P,PV
3879,pv_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00596,0.00596,-0.00447,-0.00447,0.00745,0.00745,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00745,0.00745,-0.00745,-0.00745,P,PV
3881,pv_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063,0.0063,0.0047166619552391,-0.0047166619552391,0.00787,0.00787,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00787,0.00787,-0.00787,-0.00787,P,PV
3883,pv_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007465,0.007465,-0.005596666418503,-0.005596666418503,0.00933,0.00933,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00933,0.00933,-0.00933,-0.00933,P,PV
3885,pv_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004855,0.004855,-0.0036433329521195,0.0036433329521195,0.00607,0.00607,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00607,0.00607,-0.00607,-0.00607,P,PV
3887,pv_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00628,0.00628,-0.00471,0.00471,0.00785,0.00785,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00785,0.00785,-0.00785,-0.00785,P,PV
3889,pv_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005625,0.005625,0.0042166663372858,-0.0042166663372858,0.00703,0.00703,a,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00703,0.00703,-0.00703,-0.00703,P,PV
3910,pv_56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005625,0.005625,-0.0042166663372858,-0.0042166663372858,0.00703,0.00703,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00703,0.00703,-0.00703,-0.00703,P,PV
3912,pv_54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004525,0.004525,-0.0033999963235274,-0.0033999963235274,0.00566,0.00566,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00566,0.00566,-0.00566,-0.00566,P,PV
3914,pv_52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00639,0.00639,-0.0047883321731057,-0.0047883321731057,0.007985,0.007985,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.007985,0.007985,-0.007985,-0.007985,P,PV
3916,pv_50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,0.0056,-0.0042,-0.0042,0.007,0.007,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.007,-0.007,-0.007,P,PV
3918,pv_48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00352,0.00352,-0.00264,-0.00264,0.0044,0.0044,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.0044,0.0044,-0.0044,-0.0044,P,PV
3920,pv_46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005225,0.005225,-0.0039249968152853,-0.0039249968152853,0.006535,0.006535,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.006535,0.006535,-0.006535,-0.006535,P,PV
3922,pv_44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004355,0.004355,-0.003276656069837,-0.003276656069837,0.00545,0.00545,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00545,0.00545,-0.00545,-0.00545,P,PV
3924,pv_42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00611,0.00611,-0.0045783321198882,-0.0045783321198882,0.007635,0.007635,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.007635,0.007635,-0.007635,-0.007635,P,PV
3926,pv_40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00495,0.00495,-0.0037083318352056,-0.0037083318352056,0.006185,0.006185,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.006185,0.006185,-0.006185,-0.006185,P,PV
3928,pv_38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005895,0.005895,-0.004414997168742,-0.004414997168742,0.007365,0.007365,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.007365,0.007365,-0.007365,-0.007365,P,PV
3930,pv_36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004835,0.004835,-0.0036283329505435,-0.0036283329505435,0.006045,0.006045,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.006045,0.006045,-0.006045,-0.006045,P,PV
3932,pv_34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00511,0.00511,-0.0038366652186501,-0.0038366652186501,0.00639,0.00639,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00639,0.00639,-0.00639,-0.00639,P,PV
3934,pv_32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00477,0.00477,-0.0035733317786066,-0.0035733317786066,0.00596,0.00596,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00596,0.00596,-0.00596,-0.00596,P,PV
3936,pv_30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00526,0.00526,-0.0039533277121938,-0.0039533277121938,0.00658,0.00658,b,s1s2,0.0,0.0,0.0,0.0,0.0,0.0,0.00658,0.00658,-0.00658,-0.00658,P,PV
